SampleID,ASV,Count
1009,ASV_2,136
1009,ASV_20,365
1009,ASV_2006,23
1009,ASV_203,34
1009,ASV_2118,25
1009,ASV_212,7
1009,ASV_217,36
1009,ASV_2184,9
1009,ASV_22,477
1009,ASV_221,33
1009,ASV_226,25
1009,ASV_228,1
1009,ASV_23,686
1009,ASV_234,3
1009,ASV_2437,90
1009,ASV_25,580
1009,ASV_250,14
1009,ASV_253,44
1009,ASV_2558,6
1009,ASV_26,1656
1009,ASV_2665,82
1009,ASV_2772,14
1009,ASV_285,186
1009,ASV_28825,101
1009,ASV_29,11
1009,ASV_292,61
1009,ASV_296,36
1009,ASV_309,869
1009,ASV_312,3
1009,ASV_326,6
1009,ASV_329,64
1009,ASV_3357,7
1009,ASV_35,199
1009,ASV_357,327
1009,ASV_3632,17
1009,ASV_3633,4
1009,ASV_369,54
1009,ASV_3793,8
1009,ASV_38,7
1009,ASV_39,27
1009,ASV_3947,4
1009,ASV_40,3
1009,ASV_456,3
1009,ASV_469,8
1009,ASV_4697,8
1009,ASV_50,102
1009,ASV_50625,2
1009,ASV_51,10
1009,ASV_510,5
1009,ASV_54,18
1009,ASV_55,56
1009,ASV_565,40
1009,ASV_58,28
1009,ASV_6,18
1009,ASV_60,77
1009,ASV_62,20
1009,ASV_63,1376
1009,ASV_63781,184
1009,ASV_642,47
1009,ASV_658,3
1009,ASV_661,55
1009,ASV_677,2
1009,ASV_68,13
1009,ASV_72,94
1009,ASV_724,684
1009,ASV_7453,77
1009,ASV_7455,221
1009,ASV_763,8
1009,ASV_77,132
1009,ASV_79,19
1009,ASV_8,46
1009,ASV_81,3
1009,ASV_82,429
1009,ASV_85,14
1009,ASV_8655,141
1009,ASV_8723,1
1009,ASV_9,3716
1009,ASV_92,51
1009,ASV_93,53
1009,ASV_96,92
1009A,ASV_1,59
1009A,ASV_1015,13
1009A,ASV_103,838
1009A,ASV_11382,1321
1009A,ASV_12686,212
1009A,ASV_128,3
1009A,ASV_140,106
1009A,ASV_147,131
1009A,ASV_177,3162
1009A,ASV_19,540
1009A,ASV_2001,111
1009A,ASV_21,328
1009A,ASV_239,9
1009A,ASV_252,230
1009A,ASV_263,7
1009A,ASV_2898,303
1009A,ASV_29,32
1009A,ASV_321,48
1009A,ASV_3453,9
1009A,ASV_3896,240
1009A,ASV_3913,6
1009A,ASV_44,2309
1009A,ASV_510,73
1009A,ASV_5200,116
1009A,ASV_596,296
1009A,ASV_64,265
1009A,ASV_66,373
1009A,ASV_740,3
1009A,ASV_757,32
1009A,ASV_8,287
1009B,ASV_1,62
1009B,ASV_1015,17
1009B,ASV_103,1692
1009B,ASV_107,8
1009B,ASV_11382,1226
1009B,ASV_12686,215
1009B,ASV_12760,7
1009B,ASV_140,276
1009B,ASV_1452,7
1009B,ASV_147,242
1009B,ASV_16,207
1009B,ASV_177,2299
1009B,ASV_19,354
1009B,ASV_2,75
1009B,ASV_20,7
1009B,ASV_2001,1042
1009B,ASV_21,218
1009B,ASV_231,27
1009B,ASV_239,4
1009B,ASV_252,422
1009B,ASV_263,10
1009B,ASV_2681,9
1009B,ASV_276,112
1009B,ASV_288,4
1009B,ASV_2898,294
1009B,ASV_29,738
1009B,ASV_301,37
1009B,ASV_32,24
1009B,ASV_321,105
1009B,ASV_34,1252
1009B,ASV_3756,193
1009B,ASV_3796,3
1009B,ASV_3896,184
1009B,ASV_3913,55
1009B,ASV_44,1814
1009B,ASV_507,8
1009B,ASV_51,5
1009B,ASV_510,54
1009B,ASV_564,24
1009B,ASV_58,718
1009B,ASV_596,67
1009B,ASV_64,2505
1009B,ASV_66,678
1009B,ASV_677,4
1009B,ASV_740,2
1009B,ASV_757,222
1009B,ASV_79,39
1009B,ASV_8,495
1009B,ASV_87,4
1009B,ASV_891,7
1009B,ASV_95,12
1009C,ASV_1,2120
1009C,ASV_1015,11
1009C,ASV_107,150
1009C,ASV_128,56
1009C,ASV_145,29
1009C,ASV_150,19
1009C,ASV_177,5385
1009C,ASV_1831,456
1009C,ASV_19,1831
1009C,ASV_2,22
1009C,ASV_239,8
1009C,ASV_2514,48
1009C,ASV_264,29
1009C,ASV_288,86
1009C,ASV_29,16
1009C,ASV_32,465
1009C,ASV_34,16
1009C,ASV_4544,15
1009C,ASV_51,169
1009C,ASV_570,425
1009C,ASV_64,6
1009C,ASV_66,461
1009C,ASV_8,904
1009C,ASV_81,92
1010A,ASV_10,113
1010A,ASV_100,17
1010A,ASV_1015,5
1010A,ASV_1028,33
1010A,ASV_103,50
1010A,ASV_1036,5
1010A,ASV_1064,10
1010A,ASV_10758,3
1010A,ASV_113,92
1010A,ASV_1164,19
1010A,ASV_1186,6
1010A,ASV_119,24
1010A,ASV_125,182
1010A,ASV_135,1310
1010A,ASV_136,97
1010A,ASV_14,904
1010A,ASV_140,38
1010A,ASV_143,45
1010A,ASV_147,68
1010A,ASV_15,449
1010A,ASV_153,20
1010A,ASV_1609,250
1010A,ASV_17,450
1010A,ASV_177,259
1010A,ASV_1847,421
1010A,ASV_1892,11
1010A,ASV_19,324
1010A,ASV_20,1776
1010A,ASV_2014,125
1010A,ASV_2026,26
1010A,ASV_21,42
1010A,ASV_212,57
1010A,ASV_221,325
1010A,ASV_234,12
1010A,ASV_2356,10
1010A,ASV_239,945
1010A,ASV_250,3
1010A,ASV_26,1217
1010A,ASV_260,144
1010A,ASV_267,35
1010A,ASV_29,5
1010A,ASV_292,18
1010A,ASV_295,409
1010A,ASV_309,6
1010A,ASV_32,158
1010A,ASV_321,207
1010A,ASV_339,4
1010A,ASV_345,5
1010A,ASV_35,105
1010A,ASV_353,32
1010A,ASV_3554,59
1010A,ASV_3647,6
1010A,ASV_369,30
1010A,ASV_3773,100
1010A,ASV_38,2377
1010A,ASV_3896,20
1010A,ASV_40,155
1010A,ASV_4040,1
1010A,ASV_44,31
1010A,ASV_447,94
1010A,ASV_45,51
1010A,ASV_4544,5
1010A,ASV_457,5
1010A,ASV_470,16
1010A,ASV_50,1257
1010A,ASV_51,38
1010A,ASV_58,107
1010A,ASV_583,18
1010A,ASV_587,4
1010A,ASV_6,38
1010A,ASV_60,38
1010A,ASV_62,57
1010A,ASV_63,89
1010A,ASV_655,15
1010A,ASV_677,1
1010A,ASV_68,723
1010A,ASV_7183,2
1010A,ASV_724,40
1010A,ASV_740,11
1010A,ASV_745,13
1010A,ASV_77,277
1010A,ASV_79,40
1010A,ASV_8,571
1010A,ASV_85,12
1010A,ASV_9,3407
1010A,ASV_95,5
1010A,ASV_96,82
1010A,ASV_97,12
1010A,ASV_9776,25
1010B,ASV_10,763
1010B,ASV_1015,2
1010B,ASV_103,35
1010B,ASV_118,10
1010B,ASV_1210,32
1010B,ASV_125,7
1010B,ASV_12761,7
1010B,ASV_128,27
1010B,ASV_135,95
1010B,ASV_14,1955
1010B,ASV_15,240
1010B,ASV_150,16
1010B,ASV_159,2
1010B,ASV_17,83
1010B,ASV_177,152
1010B,ASV_1847,83
1010B,ASV_1892,28
1010B,ASV_19,51
1010B,ASV_2,470
1010B,ASV_20,131
1010B,ASV_201,7
1010B,ASV_221,38
1010B,ASV_234,18
1010B,ASV_247,13
1010B,ASV_250,12
1010B,ASV_2514,43
1010B,ASV_26,310
1010B,ASV_266,6
1010B,ASV_288,9
1010B,ASV_295,710
1010B,ASV_309,20
1010B,ASV_310,4
1010B,ASV_32,35
1010B,ASV_339,3
1010B,ASV_3663,7
1010B,ASV_3773,37
1010B,ASV_38,16
1010B,ASV_40,19
1010B,ASV_448,9
1010B,ASV_4544,3
1010B,ASV_457,10
1010B,ASV_50,97
1010B,ASV_51,154
1010B,ASV_6,5
1010B,ASV_616,17
1010B,ASV_63,34
1010B,ASV_66,19
1010B,ASV_68,18
1010B,ASV_736,9
1010B,ASV_77,63
1010B,ASV_774,21
1010B,ASV_79,14
1010B,ASV_8,82
1010B,ASV_9,586
1010B,ASV_902,10
1010B,ASV_96,58
1010C,ASV_10,409
1010C,ASV_128,26
1010C,ASV_14,3844
1010C,ASV_15,107
1010C,ASV_150,14
1010C,ASV_175,37
1010C,ASV_19,305
1010C,ASV_2,238
1010C,ASV_201,93
1010C,ASV_234,7
1010C,ASV_258,11
1010C,ASV_276,42
1010C,ASV_288,79
1010C,ASV_292,8
1010C,ASV_295,71
1010C,ASV_3,1690
1010C,ASV_32,205
1010C,ASV_332,31
1010C,ASV_339,1
1010C,ASV_37,274
1010C,ASV_4544,1
1010C,ASV_457,24
1010C,ASV_51,273
1010C,ASV_607,43
1010C,ASV_655,8
1010C,ASV_7183,2
1010C,ASV_8,98
1010C,ASV_81,27
1010C,ASV_9,4
1010D,ASV_10,1235
1010D,ASV_1028,100
1010D,ASV_1036,51
1010D,ASV_1064,140
1010D,ASV_128,92
1010D,ASV_14,5508
1010D,ASV_140,74
1010D,ASV_15,288
1010D,ASV_150,27
1010D,ASV_177,68
1010D,ASV_19,1240
1010D,ASV_2,378
1010D,ASV_201,404
1010D,ASV_223,38
1010D,ASV_267,22
1010D,ASV_276,118
1010D,ASV_288,74
1010D,ASV_292,115
1010D,ASV_295,573
1010D,ASV_2992,2
1010D,ASV_3,1758
1010D,ASV_32,194
1010D,ASV_3413,7
1010D,ASV_342,50
1010D,ASV_356,26
1010D,ASV_37,344
1010D,ASV_3896,9
1010D,ASV_448,5
1010D,ASV_4544,2
1010D,ASV_457,11
1010D,ASV_51,200
1010D,ASV_607,19
1010D,ASV_62,14
1010D,ASV_66,15
1010D,ASV_7183,5
1010D,ASV_774,7
1010D,ASV_8,472
1010D,ASV_85,26
1010D,ASV_962,19
1010D,ASV_97,16
1011,ASV_10,11
1011,ASV_100,17
1011,ASV_104,1224
1011,ASV_115,207
1011,ASV_118,10
1011,ASV_145,255
1011,ASV_1484,257
1011,ASV_157,139
1011,ASV_16,3375
1011,ASV_17,17
1011,ASV_1757,5
1011,ASV_1768,6
1011,ASV_183,25
1011,ASV_19,21
1011,ASV_1965,6484
1011,ASV_2,6381
1011,ASV_20,9
1011,ASV_228,14
1011,ASV_25,9
1011,ASV_250,11
1011,ASV_2527,1214
1011,ASV_255,79
1011,ASV_258,53
1011,ASV_264,70
1011,ASV_2694,2
1011,ASV_29,8
1011,ASV_3,11
1011,ASV_30,189
1011,ASV_310,148
1011,ASV_32,27
1011,ASV_3357,9
1011,ASV_35,17
1011,ASV_369,19
1011,ASV_38,8
1011,ASV_39,119
1011,ASV_3947,8
1011,ASV_400,8
1011,ASV_404,455
1011,ASV_433,941
1011,ASV_4555,2
1011,ASV_46078,19
1011,ASV_4913,252
1011,ASV_500,13
1011,ASV_510,20
1011,ASV_5244,22
1011,ASV_574,2
1011,ASV_5760,49
1011,ASV_57931,1205
1011,ASV_58,5
1011,ASV_6,19
1011,ASV_62,6
1011,ASV_63806,39
1011,ASV_66,1170
1011,ASV_68,11
1011,ASV_730,3
1011,ASV_786,37
1011,ASV_8,2900
1011,ASV_800,29
1011,ASV_8723,5
1011,ASV_9,20
1011,ASV_923,303
1011,ASV_992,5
1011A,ASV_118,1327
1011A,ASV_12688,301
1011A,ASV_12693,174
1011A,ASV_12698,153
1011A,ASV_12705,98
1011A,ASV_12719,46
1011A,ASV_12721,43
1011A,ASV_12729,33
1011A,ASV_12748,12
1011A,ASV_12763,7
1011A,ASV_12767,6
1011A,ASV_128,190
1011A,ASV_135,131
1011A,ASV_139,23
1011A,ASV_1392,11
1011A,ASV_1419,15
1011A,ASV_1457,9
1011A,ASV_150,52
1011A,ASV_155,315
1011A,ASV_16,540
1011A,ASV_1610,13
1011A,ASV_1628,18
1011A,ASV_1637,522
1011A,ASV_1657,21
1011A,ASV_1709,43
1011A,ASV_1752,13
1011A,ASV_1775,16
1011A,ASV_178,8
1011A,ASV_180,119
1011A,ASV_1883,54
1011A,ASV_1892,103
1011A,ASV_20,826
1011A,ASV_2059,41
1011A,ASV_2106,28
1011A,ASV_2129,16
1011A,ASV_22,88
1011A,ASV_2223,116
1011A,ASV_2243,26
1011A,ASV_2267,9
1011A,ASV_234,39
1011A,ASV_2364,3
1011A,ASV_247,23
1011A,ASV_2530,14
1011A,ASV_2613,41
1011A,ASV_266,12
1011A,ASV_2677,23
1011A,ASV_2702,11
1011A,ASV_282,51
1011A,ASV_296,92
1011A,ASV_302,877
1011A,ASV_309,9
1011A,ASV_310,11
1011A,ASV_32,563
1011A,ASV_342,40
1011A,ASV_343,70
1011A,ASV_3640,336
1011A,ASV_3642,5
1011A,ASV_3755,15
1011A,ASV_39,14
1011A,ASV_393,98
1011A,ASV_404,9
1011A,ASV_433,47
1011A,ASV_443,8
1011A,ASV_4544,3
1011A,ASV_457,39
1011A,ASV_459,24
1011A,ASV_4591,8
1011A,ASV_4710,11
1011A,ASV_50,109
1011A,ASV_500,20
1011A,ASV_5001,4
1011A,ASV_51,545
1011A,ASV_5149,20
1011A,ASV_5889,21
1011A,ASV_616,148
1011A,ASV_63,25
1011A,ASV_635,42
1011A,ASV_655,73
1011A,ASV_72,17
1011A,ASV_7690,67
1011A,ASV_8,2444
1011A,ASV_81,43
1011A,ASV_865,17
1011A,ASV_902,4
1011A,ASV_92,440
1011A,ASV_96,105
1012,ASV_100,17
1012,ASV_10030,44
1012,ASV_102,236
1012,ASV_1036,9
1012,ASV_104,27
1012,ASV_107,9
1012,ASV_11127,6
1012,ASV_1136,27
1012,ASV_11531,7
1012,ASV_1164,14
1012,ASV_118,466
1012,ASV_120,6
1012,ASV_128,15
1012,ASV_13,110
1012,ASV_1322,92
1012,ASV_136,43
1012,ASV_1364,8
1012,ASV_13792,15
1012,ASV_1390,902
1012,ASV_143,537
1012,ASV_147,7
1012,ASV_150,6
1012,ASV_15255,15
1012,ASV_155,252
1012,ASV_160,104
1012,ASV_161,11
1012,ASV_1628,14
1012,ASV_1672,21
1012,ASV_17,205
1012,ASV_18,564
1012,ASV_180,75
1012,ASV_1846,3
1012,ASV_1859,17
1012,ASV_19,26
1012,ASV_1907,18
1012,ASV_1921,24
1012,ASV_1957,10
1012,ASV_1965,6
1012,ASV_197,49
1012,ASV_2,104
1012,ASV_20,1105
1012,ASV_2006,22
1012,ASV_2058,18
1012,ASV_2130,8
1012,ASV_2190,14
1012,ASV_2255,48
1012,ASV_2256,6
1012,ASV_226,19
1012,ASV_228,3
1012,ASV_23,332
1012,ASV_234,10
1012,ASV_235,7
1012,ASV_2413,36
1012,ASV_2420,30
1012,ASV_2437,37
1012,ASV_2448,52
1012,ASV_25,623
1012,ASV_250,9
1012,ASV_2537,8
1012,ASV_2602,10
1012,ASV_2767,77
1012,ASV_287,17
1012,ASV_29,39
1012,ASV_292,21
1012,ASV_296,144
1012,ASV_302,294
1012,ASV_309,174
1012,ASV_32,235
1012,ASV_35,24
1012,ASV_3631,10
1012,ASV_3632,17
1012,ASV_369,22
1012,ASV_38,835
1012,ASV_3838,10
1012,ASV_39,17
1012,ASV_3947,1
1012,ASV_4083,53
1012,ASV_448,8
1012,ASV_456,3
1012,ASV_464,8
1012,ASV_4682,20
1012,ASV_50,424
1012,ASV_51,119
1012,ASV_510,9
1012,ASV_54,16
1012,ASV_574,660
1012,ASV_58,346
1012,ASV_582,8
1012,ASV_587,200
1012,ASV_6,56
1012,ASV_60,22
1012,ASV_62,17
1012,ASV_620,14
1012,ASV_63,266
1012,ASV_637,36
1012,ASV_63803,45
1012,ASV_63807,36
1012,ASV_64,9
1012,ASV_642,48
1012,ASV_661,57
1012,ASV_668,22
1012,ASV_68,31
1012,ASV_681,8
1012,ASV_702,29
1012,ASV_72,133
1012,ASV_77,164
1012,ASV_787,62
1012,ASV_79,23
1012,ASV_8,858
1012,ASV_82,41
1012,ASV_8282,17
1012,ASV_8723,8
1012,ASV_897,16
1012,ASV_9,1955
1012,ASV_90,20
1012,ASV_901,57
1012,ASV_92,991
1012,ASV_95,634
1012A,ASV_103,46
1012A,ASV_104,25
1012A,ASV_125,4
1012A,ASV_12695,66
1012A,ASV_12720,46
1012A,ASV_12756,8
1012A,ASV_136,2411
1012A,ASV_140,14
1012A,ASV_1452,12
1012A,ASV_147,564
1012A,ASV_148,30
1012A,ASV_15,183
1012A,ASV_150,8
1012A,ASV_151,36
1012A,ASV_1650,6
1012A,ASV_1657,23
1012A,ASV_167,65
1012A,ASV_169,15
1012A,ASV_171,29
1012A,ASV_175,32
1012A,ASV_184,54
1012A,ASV_19,93
1012A,ASV_195,50
1012A,ASV_2,19
1012A,ASV_201,15
1012A,ASV_21,75
1012A,ASV_212,12
1012A,ASV_215,39
1012A,ASV_2150,7
1012A,ASV_2173,8
1012A,ASV_220,38
1012A,ASV_2249,12
1012A,ASV_239,34
1012A,ASV_250,1496
1012A,ASV_260,408
1012A,ASV_267,11
1012A,ASV_2858,3
1012A,ASV_29,511
1012A,ASV_32,347
1012A,ASV_332,15
1012A,ASV_339,8
1012A,ASV_34,397
1012A,ASV_35,30
1012A,ASV_353,17
1012A,ASV_3564,282
1012A,ASV_3705,57
1012A,ASV_3913,11
1012A,ASV_4314,145
1012A,ASV_433,35
1012A,ASV_4367,46
1012A,ASV_44,544
1012A,ASV_443,4
1012A,ASV_4434,20
1012A,ASV_45,120
1012A,ASV_4544,23
1012A,ASV_49,16
1012A,ASV_508,53
1012A,ASV_51,32
1012A,ASV_510,66
1012A,ASV_54,1101
1012A,ASV_58,149
1012A,ASV_59,194
1012A,ASV_6,28
1012A,ASV_60,13
1012A,ASV_62,91
1012A,ASV_642,128
1012A,ASV_685,803
1012A,ASV_70,81
1012A,ASV_76,321
1012A,ASV_77,275
1012A,ASV_8,1902
1012A,ASV_82,136
1012A,ASV_85,11
1012A,ASV_865,6
1012A,ASV_9,2917
1012A,ASV_93,184
1012A,ASV_95,79
1012B,ASV_103,17
1012B,ASV_113,4
1012B,ASV_12695,102
1012B,ASV_128,46
1012B,ASV_136,34
1012B,ASV_1454,6
1012B,ASV_15,95
1012B,ASV_150,65
1012B,ASV_159,18
1012B,ASV_16,225
1012B,ASV_161,11
1012B,ASV_1610,7
1012B,ASV_1650,5
1012B,ASV_175,26
1012B,ASV_1752,12
1012B,ASV_186,4
1012B,ASV_19,1571
1012B,ASV_195,24
1012B,ASV_20,6
1012B,ASV_201,3
1012B,ASV_202,23
1012B,ASV_21,72
1012B,ASV_215,31
1012B,ASV_220,51
1012B,ASV_230,10
1012B,ASV_234,88
1012B,ASV_236,192
1012B,ASV_250,2281
1012B,ASV_258,13
1012B,ASV_260,315
1012B,ASV_276,66
1012B,ASV_288,12
1012B,ASV_29,284
1012B,ASV_302,5
1012B,ASV_307,75
1012B,ASV_312,14
1012B,ASV_32,74
1012B,ASV_339,1
1012B,ASV_34,257
1012B,ASV_35,24
1012B,ASV_3705,171
1012B,ASV_3796,1
1012B,ASV_3913,4
1012B,ASV_4206,10
1012B,ASV_44,418
1012B,ASV_457,8
1012B,ASV_51,180
1012B,ASV_58,911
1012B,ASV_594,1025
1012B,ASV_596,166
1012B,ASV_616,69
1012B,ASV_62,34
1012B,ASV_63,5
1012B,ASV_635,33
1012B,ASV_655,44
1012B,ASV_682,34
1012B,ASV_685,337
1012B,ASV_691,5
1012B,ASV_695,55
1012B,ASV_70,52
1012B,ASV_740,2
1012B,ASV_76,540
1012B,ASV_79,1235
1012B,ASV_8,399
1012B,ASV_81,6
1012B,ASV_9,27
1012B,ASV_95,89
1012C,ASV_12683,217
1012C,ASV_128,52
1012C,ASV_1419,24
1012C,ASV_150,7
1012C,ASV_161,21
1012C,ASV_1752,40
1012C,ASV_19,1181
1012C,ASV_201,87
1012C,ASV_207,24
1012C,ASV_2108,11
1012C,ASV_230,48
1012C,ASV_234,50
1012C,ASV_2394,68
1012C,ASV_247,16
1012C,ASV_250,216
1012C,ASV_258,12
1012C,ASV_282,16
1012C,ASV_288,37
1012C,ASV_29,1888
1012C,ASV_32,115
1012C,ASV_34,2962
1012C,ASV_342,51
1012C,ASV_3705,35
1012C,ASV_3796,3
1012C,ASV_3913,28
1012C,ASV_3985,10
1012C,ASV_4028,22
1012C,ASV_44,37
1012C,ASV_442,3
1012C,ASV_4544,6
1012C,ASV_457,1196
1012C,ASV_48,174
1012C,ASV_500,10
1012C,ASV_51,125
1012C,ASV_594,725
1012C,ASV_616,82
1012C,ASV_685,71
1012C,ASV_790,25
1012C,ASV_81,16
1012C,ASV_95,8
1012D,ASV_104,164
1012D,ASV_1145,2
1012D,ASV_115,8
1012D,ASV_12678,10
1012D,ASV_16,1022
1012D,ASV_1657,28
1012D,ASV_2,35
1012D,ASV_234,13
1012D,ASV_240,2655
1012D,ASV_250,8
1012D,ASV_258,17
1012D,ASV_34,12
1012D,ASV_3663,194
1012D,ASV_3854,145
1012D,ASV_39,4363
1012D,ASV_500,12
1012D,ASV_5193,16
1012D,ASV_594,6
1012D,ASV_6,7
1012D,ASV_616,335
1012D,ASV_730,19
1012D,ASV_776,3
1012D,ASV_8,3578
1013,ASV_10030,10
1013,ASV_125,5
1013,ASV_1260,12
1013,ASV_1390,26
1013,ASV_14431,7
1013,ASV_2,503
1013,ASV_2413,24
1013,ASV_292,7068
1013,ASV_3,207
1013,ASV_456,73
1013,ASV_51,5
1013,ASV_6,121
1013,ASV_9,11
1013,ASV_908,10
1013,ASV_97,4
1013A,ASV_10030,103
1013A,ASV_102,1133
1013A,ASV_10758,2
1013A,ASV_1124,115
1013A,ASV_11301,27
1013A,ASV_118,228
1013A,ASV_123,10
1013A,ASV_12700,122
1013A,ASV_12703,108
1013A,ASV_12704,106
1013A,ASV_12706,93
1013A,ASV_12712,64
1013A,ASV_12713,63
1013A,ASV_12716,53
1013A,ASV_12718,47
1013A,ASV_12727,36
1013A,ASV_12730,33
1013A,ASV_12733,28
1013A,ASV_12739,20
1013A,ASV_12743,18
1013A,ASV_12746,15
1013A,ASV_12765,7
1013A,ASV_13,1243
1013A,ASV_131,65
1013A,ASV_1321,35
1013A,ASV_135,825
1013A,ASV_136,546
1013A,ASV_1364,39
1013A,ASV_14,159
1013A,ASV_143,67
1013A,ASV_148,155
1013A,ASV_15,5
1013A,ASV_150,10
1013A,ASV_1547,26
1013A,ASV_155,140
1013A,ASV_160,93
1013A,ASV_1628,317
1013A,ASV_1650,37
1013A,ASV_1652,200
1013A,ASV_172,100
1013A,ASV_1737,11
1013A,ASV_1783,85
1013A,ASV_1859,32
1013A,ASV_1891,15
1013A,ASV_1903,314
1013A,ASV_1907,31
1013A,ASV_1946,151
1013A,ASV_1962,27
1013A,ASV_2,5
1013A,ASV_20,1542
1013A,ASV_2006,9
1013A,ASV_201,124
1013A,ASV_2015,35
1013A,ASV_203,65
1013A,ASV_2111,34
1013A,ASV_212,12
1013A,ASV_2168,13
1013A,ASV_2174,808
1013A,ASV_2255,488
1013A,ASV_226,83
1013A,ASV_2356,2
1013A,ASV_2405,49
1013A,ASV_2425,37
1013A,ASV_2452,116
1013A,ASV_25,424
1013A,ASV_2513,6
1013A,ASV_2519,13
1013A,ASV_2559,60
1013A,ASV_2562,16
1013A,ASV_2689,17
1013A,ASV_285,97
1013A,ASV_292,46
1013A,ASV_302,1536
1013A,ASV_309,332
1013A,ASV_32,37
1013A,ASV_329,10
1013A,ASV_3309,27
1013A,ASV_3339,4
1013A,ASV_3549,47
1013A,ASV_357,205
1013A,ASV_3677,35
1013A,ASV_3757,9
1013A,ASV_3783,32
1013A,ASV_38,2102
1013A,ASV_41,47
1013A,ASV_4130,44
1013A,ASV_417,31
1013A,ASV_454,11
1013A,ASV_4544,1
1013A,ASV_464,174
1013A,ASV_4936,41
1013A,ASV_50,455
1013A,ASV_51,50
1013A,ASV_54,72
1013A,ASV_574,225
1013A,ASV_587,55
1013A,ASV_6,3
1013A,ASV_6022,11
1013A,ASV_62,11
1013A,ASV_620,47
1013A,ASV_63,2398
1013A,ASV_641,193
1013A,ASV_642,54
1013A,ASV_661,40
1013A,ASV_668,31
1013A,ASV_6907,17
1013A,ASV_702,21
1013A,ASV_7181,674
1013A,ASV_72,206
1013A,ASV_744,143
1013A,ASV_745,116
1013A,ASV_763,150
1013A,ASV_785,24
1013A,ASV_79,9
1013A,ASV_8,254
1013A,ASV_82,306
1013A,ASV_8282,135
1013A,ASV_85,26
1013A,ASV_9,28
1013A,ASV_902,4
1013A,ASV_9136,10
1013A,ASV_92,310
1013A,ASV_93,11
1013A,ASV_95,638
1013A,ASV_98,6
1014A,ASV_102,227
1014A,ASV_103,77
1014A,ASV_109,38
1014A,ASV_113,14
1014A,ASV_118,118
1014A,ASV_119,8
1014A,ASV_123,40
1014A,ASV_125,11
1014A,ASV_12709,67
1014A,ASV_12784,3
1014A,ASV_135,36
1014A,ASV_140,12
1014A,ASV_143,32
1014A,ASV_15,37
1014A,ASV_153,7
1014A,ASV_16,53
1014A,ASV_160,109
1014A,ASV_180,40
1014A,ASV_183,16
1014A,ASV_19,96
1014A,ASV_197,118
1014A,ASV_20,38
1014A,ASV_2098,12
1014A,ASV_212,13
1014A,ASV_215,163
1014A,ASV_220,33
1014A,ASV_221,233
1014A,ASV_223,22
1014A,ASV_241,58
1014A,ASV_253,56
1014A,ASV_260,444
1014A,ASV_2858,6
1014A,ASV_29,50
1014A,ASV_309,178
1014A,ASV_3225,43
1014A,ASV_34,86
1014A,ASV_357,143
1014A,ASV_3642,20
1014A,ASV_369,3
1014A,ASV_371,256
1014A,ASV_3888,54
1014A,ASV_4106,85
1014A,ASV_43,318
1014A,ASV_44,427
1014A,ASV_469,14
1014A,ASV_50,49
1014A,ASV_508,5
1014A,ASV_509,10
1014A,ASV_51,11
1014A,ASV_52,124
1014A,ASV_54,72
1014A,ASV_55,4
1014A,ASV_56,32
1014A,ASV_5795,21
1014A,ASV_59,378
1014A,ASV_595,1711
1014A,ASV_6,58
1014A,ASV_62,12
1014A,ASV_620,31
1014A,ASV_627,17
1014A,ASV_63,347
1014A,ASV_637,7
1014A,ASV_642,30
1014A,ASV_677,3
1014A,ASV_68,580
1014A,ASV_6837,30
1014A,ASV_685,23
1014A,ASV_693,56
1014A,ASV_70,23
1014A,ASV_72,124
1014A,ASV_737,5
1014A,ASV_79,7
1014A,ASV_8,46
1014A,ASV_825,8
1014A,ASV_8393,95
1014A,ASV_90,35
1014A,ASV_92,23
1014A,ASV_95,483
1014B,ASV_118,594
1014B,ASV_128,96
1014B,ASV_139,10
1014B,ASV_145,16
1014B,ASV_150,41
1014B,ASV_16,176
1014B,ASV_175,94
1014B,ASV_1775,7
1014B,ASV_18,323
1014B,ASV_19,3086
1014B,ASV_223,9
1014B,ASV_239,51
1014B,ASV_253,1050
1014B,ASV_288,5
1014B,ASV_310,21
1014B,ASV_32,370
1014B,ASV_3396,14
1014B,ASV_34,6
1014B,ASV_343,13
1014B,ASV_3913,2
1014B,ASV_43,1954
1014B,ASV_4544,27
1014B,ASV_457,35
1014B,ASV_500,7
1014B,ASV_51,855
1014B,ASV_5204,79
1014B,ASV_55,12
1014B,ASV_59,1649
1014B,ASV_635,14
1014B,ASV_655,48
1014B,ASV_66,96
1014B,ASV_684,34
1014B,ASV_70,24
1014B,ASV_737,4
1014B,ASV_740,1
1014B,ASV_8,2191
1014B,ASV_8393,584
1014B,ASV_90,442
1014B,ASV_95,1092
1014C,ASV_118,1027
1014C,ASV_128,85
1014C,ASV_150,38
1014C,ASV_16,109
1014C,ASV_160,10
1014C,ASV_175,89
1014C,ASV_1775,35
1014C,ASV_18,248
1014C,ASV_19,2004
1014C,ASV_2,8
1014C,ASV_239,40
1014C,ASV_253,232
1014C,ASV_266,8
1014C,ASV_282,40
1014C,ASV_310,11
1014C,ASV_32,315
1014C,ASV_3396,57
1014C,ASV_343,19
1014C,ASV_3696,3
1014C,ASV_371,11
1014C,ASV_39,7
1014C,ASV_43,3352
1014C,ASV_44,10
1014C,ASV_4544,9
1014C,ASV_457,22
1014C,ASV_500,3
